,영화명,개봉일,매출액,매출액점유율,누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,국적,제작사,배급사,등급,장르,감독,배우,main_actors,개봉일_int,actor_involved,전국관객수
870,나쁜놈은 죽는다,2016-02-04,117273700,0.0,117273700,14942,14942,138,1725,중국,"중국,한국","(주)케이알씨지,(유)조이앤시네마","TCO(주)더콘텐츠온,(유)조이앤시네마",15세이상관람가,"코미디,액션",손호,"손예진,진백림,신현준,박철민,장광,교진우,양욱문,정문박,김윤희","손예진, 진백림, 신현준",2016,True,14767
871,리틀 폭스,2016-06-23,100778300,0.0,100778300,13610,13610,150,843,중국,중국,,예지림엔터테인먼트,전체관람가,애니메이션,갈수영,"이지현,김연우,박상훈,윤세웅,이현,서원석","이지현, 김연우, 박상훈",2016,True,13610
872,미스터 라잇,2016-06-16,89199300,0.0,89199300,11749,11749,92,1145,미국,미국,,(주)누리픽쳐스,청소년관람불가,"액션,코미디,멜로/로맨스",파코 카베자스,"안나 켄드릭,샘 록웰,팀 로스","안나 켄드릭, 샘 록웰, 팀 로스",2016,True,11749
873,오만과 편견 그리고 좀비,2016-05-25,76846300,0.0,76846300,9717,9717,138,1374,미국,"미국,영국",,(주)이수C&E,15세이상관람가,"액션,공포(호러),멜로/로맨스",버 스티어스,"릴리 제임스,샘 라일리,잭 휴스턴,더글라스 부스,맷 스미스,벨라 헤스콧","릴리 제임스, 샘 라일리, 잭 휴스턴",2016,True,9717
874,사랑과 음악사이,2016-04-27,65718700,0.0,65718700,9148,9148,143,1534,미국,"미국,캐나다",,(주)영화사 빅,15세이상관람가,"멜로/로맨스,드라마",션 뮤쇼우,"레베카 홀,제이슨 서디키스,다이아나 애그론","레베카 홀, 제이슨 서디키스, 다이아나 애그론",2016,True,9148
875,백트랙,2016-01-21,61638600,0.0,61638600,8078,8078,92,910,호주,호주,,(주)디스테이션,15세이상관람가,"미스터리,스릴러",마이클 페트로니,"애드리언 브로디,샘 닐,로빈 맥레비","애드리언 브로디, 샘 닐, 로빈 맥레비",2016,True,8078
876,붕붕 달려라 깜이,2016-03-24,53398100,0.0,53398100,7556,7556,174,797,독일,독일,,예지림엔터테인먼트,전체관람가,애니메이션,"우테 폰 뮌쇼폴,잔도르 예세","남도형,서원석,김경희,허정도","남도형, 서원석, 김경희",2016,True,7556
877,신을 믿습니까?,2016-04-21,51648900,0.0,51648900,7272,7272,81,789,미국,미국,,와이드 릴리즈(주),12세이상관람가,드라마,존 건,"숀 애스틴,테드 맥긴리,미라 소르비노,안드레아 로건 화이트,리 메이저스,알렉사 베가","숀 애스틴, 테드 맥긴리, 미라 소르비노",2016,True,7272
878,앱솔루틀리 애니씽,2016-01-14,54445800,0.0,54445800,7052,7052,90,872,미국,"미국,영국",,(주)모멘텀엔터테인먼트,12세이상관람가,"코미디,SF",테리 존스,"사이먼 페그,케이트 베킨세일,로빈 윌리엄스,테리 존스","사이먼 페그, 케이트 베킨세일, 로빈 윌리엄스",2016,True,7052
879,헝거,2016-03-17,51600100,0.0,52274100,6927,7048,56,806,영국,"영국,아일랜드",,오드,청소년관람불가,드라마,스티브 맥퀸,"마이클 패스벤더,랄로 로디,브라이언 밀리건","마이클 패스벤더, 랄로 로디, 브라이언 밀리건",2016,True,6927
880,봉이 김선달,2016-07-06,54919000,0.0,54919000,6713,6713,11,33,한국,한국,"(주)엠픽처스,(주)에스엔케이픽처스",씨제이이앤엠(주),12세이상관람가,사극,박대민,"유승호,조재현,고창석,라미란,시우민,연우진,전석호,서예지,주영호,박예슬,박상현,박진성,유일한,이선희,이규형,송재룡,권태원,김승훈,김경룡,최정현,조현식,김정화","유승호, 조재현, 고창석",2016,True,2044564
881,미스터 홈즈,2016-05-26,50684300,0.0,50684300,6499,6499,58,705,영국,"영국,미국",,(주)프레인글로벌,12세이상관람가,"범죄,드라마,미스터리",빌 콘돈,"이안 맥켈런,로라 린니,마일로 파커,사나다 히로유키","이안 맥켈런, 로라 린니, 마일로 파커",2016,True,6499
882,리턴 투 센더,2016-03-10,47702000,0.0,47702000,6062,6062,142,1579,미국,미국,,(주)디스테이션,15세이상관람가,"범죄,스릴러",포아드 미카티,"로자먼드 파이크,실로 페르난데즈,닉 놀테","로자먼드 파이크, 실로 페르난데즈, 닉 놀테",2016,True,6062
883,키즈모노가타리 I : 철혈편,2016-06-30,36754000,0.0,36754000,5007,5007,64,115,일본,일본,,(주)박수엔터테인먼트,15세이상관람가,"애니메이션,드라마,판타지,액션",신보 아키유키,"카미야 히로시,사카모토 마아야,호리에 유이,사쿠라이 타카히로","카미야 히로시, 사카모토 마아야, 호리에 유이",2016,True,5007
884,레이스,2016-05-25,28867900,0.0,28867900,3849,3849,62,531,캐나다,캐나다,,(주)영화사 빅,12세이상관람가,드라마,스티븐 홉킨스,"제이슨 서디키스,제레미 아이언스,윌리엄 허트","제이슨 서디키스, 제레미 아이언스, 윌리엄 허트",2016,True,3849
885,바쿠만,2016-04-21,29534900,0.0,29534900,3653,3653,73,644,일본,일본,,(주)디스테이션,12세이상관람가,드라마,오오네 히토시,"사토 타케루,카미키 류노스케,소메타니 쇼타,고마츠 나나","사토 타케루, 카미키 류노스케, 소메타니 쇼타",2016,True,2791
886,파리의 한국남자,2016-01-28,21733000,0.0,21733000,2951,2951,24,455,한국,한국,"(주)동녘필름,주식회사 마운틴픽쳐스,네온프로덕션",(주)모멘텀엔터테인먼트,청소년관람불가,드라마,전수일,"조재현,팽지인,서양선,유나론","조재현, 팽지인, 서양선",2016,True,2951
887,부모님과 이혼하는 방법,2016-05-12,19960500,0.0,19960500,2758,2758,37,380,미국,미국,,주식회사 씨네룩스,15세이상관람가,드라마,제이슨 베이트먼,"니콜 키드먼,제이슨 베이트먼,크리스토퍼 월켄,메리앤 프런켓","니콜 키드먼, 제이슨 베이트먼, 크리스토퍼 월켄",2016,True,2758
888,일만명의 성자들,2016-04-21,12086300,0.0,12086300,1854,1854,27,278,미국,미국,,THE 픽쳐스,청소년관람불가,"코미디,드라마","샤리 스프링어 버먼,로버트 풀치니","에단 호크,에이사 버터필드,헤일리 스테인펠드,에밀리 모티머","에단 호크, 에이사 버터필드, 헤일리 스테인펠드",2016,True,1808
889,데몰리션,2016-07-13,11410000,0.0,11410000,1328,1328,1,6,미국,미국,,(주)리틀빅픽쳐스,청소년관람불가,드라마,장 마크 발레,"제이크 질렌할,나오미 왓츠,유다 르위스,크리스 쿠퍼","제이크 질렌할, 나오미 왓츠, 유다 르위스",2016,True,65145
890,폴링,2016-03-24,7527500,0.0,7527500,1217,1217,10,134,영국,영국,,(주)더블앤조이픽쳐스,청소년관람불가,미스터리,캐롤 몰리,"메이지 윌리암스,플로렌스 퓨,맥신 피크","메이지 윌리암스, 플로렌스 퓨, 맥신 피크",2016,True,1217
891,젊은 엄마 4,2016-04-28,2859000,0.0,2859000,556,556,20,20,한국,한국,골든타이드픽처스(주),골든타이드픽처스(주),청소년관람불가,멜로/로맨스,김효재,"수지,박초현,아리","수지, 박초현, 아리",2016,True,556
892,부산행,2016-07-20,2406000,0.0,2406000,401,401,1,1,한국,한국,(주)영화사레드피터,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"액션,스릴러",연상호,"공유,김정희,정유미,김율호,마동석,최우식,안소희,김의성,김수안,박민우,박민혁,임종훈,박종관,장문성,박혜진,손지훈,손지훈,연상호,조춘호,지동현,윤미중,이동하,이윤상,최창수,편준의,허성우,황유경,최용훈,김근영,이주실,예수정,김대현,한지은,박명신,이육헌,김시우,백인권,차청화,류성록,주광현","공유, 김정희, 정유미",2016,True,11565078
893,고백할 수 없는,2016-03-31,2301000,0.0,2301000,318,318,4,56,한국,한국,더파인트,하준사,청소년관람불가,스릴러,최인규,"배성우,정성일,한제인,박리디아,양인화","배성우, 정성일, 한제인",2016,True,318
894,아이 인 더 스카이,2016-07-14,1878000,0.0,1878000,313,313,1,1,영국,영국,,판씨네마(주),12세이상관람가,"전쟁,스릴러",개빈 후드,"헬렌 미렌,아론 폴,알란 릭맨,제레미 노담,이아인 글렌","헬렌 미렌, 아론 폴, 알란 릭맨",2016,True,15258
895,"연애의 발동 : 상해 여자, 부산 남자",2016-06-02,2162000,0.0,2162000,273,273,8,48,한국,"한국,중국",(주)케이알씨지,(주)케이알씨지,12세이상관람가,"멜로/로맨스,코미디",김태균,"지진희,진의함,우혜림","지진희, 진의함, 우혜림",2016,True,93
896,나이스 가이즈,2016-07-06,1624000,0.0,1624000,203,203,1,1,미국,미국,,메가박스중앙(주)플러스엠,청소년관람불가,"범죄,미스터리,스릴러",쉐인 블랙,"러셀 크로우,렉시 존슨,라이언 고슬링,맷 보머,킴 베이싱어,레이첼 브룩 스미스","러셀 크로우, 렉시 존슨, 라이언 고슬링",2016,True,24268
897,슈퍼 프렌즈,2016-08-10,1976000,0.0,1976000,200,200,1,1,한국,한국,㈜디지아트프로덕션,씨네그루(주)키다리이엔티,전체관람가,애니메이션,"이경호,이원재","변현우,김지혜,박조호,서지연,남도형,홍진욱,김승태,오인성,유지현,이세은","변현우, 김지혜, 박조호",2016,True,86293
898,폴링 스노우,2017-02-09,634000,0.0,634000,113,113,1,2,영국,영국,,주식회사 디에스이이디,15세이상관람가,"멜로/로맨스,스릴러",샤밈 샤리프,"레베카 퍼거슨,샘 리드,찰스 댄스,안소니 헤드","레베카 퍼거슨, 샘 리드, 찰스 댄스",2017,True,2892
899,노스맨: 바이킹과 늑대군단,2016-04-28,300000,0.0,300000,60,60,1,1,스위스,"스위스,독일,남아프리카공화국",,미디어소프트,15세이상관람가,"액션,어드벤처",클라우디오 파,"에드 스크레인,레오 그레고리,톰 후퍼,라이언 콴튼","에드 스크레인, 레오 그레고리, 톰 후퍼",2016,True,60
900,두 번째 스물,2016-11-03,138000,0.0,138000,23,23,1,1,한국,"한국,이탈리아",민영화사,(주)리틀빅픽쳐스,청소년관람불가,"멜로/로맨스,드라마",박흥식,"김승우,이태란,김민경,김예진,김태환,박성민,차영석","김승우, 이태란, 김민경",2016,True,9579
901,바이 더 건,2016-05-19,200000,0.0,200000,20,20,1,1,미국,미국,,모비딕엔터테인먼트(주),청소년관람불가,액션,제임스 모턴,"벤 반스,레이튼 미스터,토비 존스,하비 케이틀","벤 반스, 레이튼 미스터, 토비 존스",2016,True,20
902,드론전쟁: 굿킬,2016-03-15,8000,0.0,8000,1,1,1,1,미국,미국,,(주)도키엔터테인먼트,15세이상관람가,"액션,드라마,스릴러",앤드류 니콜,"에단 호크,재뉴어리 존스,조 크라비츠","에단 호크, 재뉴어리 존스, 조 크라비츠",2016,True,1
903,사랑과 영혼 2016,2016-03-02,5000,0.0,5000,1,1,1,1,미국,미국,,(주)케이알씨지,15세이상관람가,"코미디,드라마",제임스 콕스,"라이언 필립,안나 파킨,루크 윌슨","라이언 필립, 안나 파킨, 루크 윌슨",2016,True,1
904,캠퍼스 오바마 전쟁,2016-01-12,5000,0.0,5000,1,1,1,1,미국,미국,,(주)콘텐츠게이트,15세이상관람가,코미디,저스틴 시미엔,"테사 톰슨,카일 갈너,타일러 제임스 윌리엄스","테사 톰슨, 카일 갈너, 타일러 제임스 윌리엄스",2016,True,1
905,밀정,2016-09-07,61269783831,0.062,61269783831,7500420,7500420,1444,138161,한국,"한국,미국","(주)다크서클픽쳐스,워너브러더스 코리아(주),(주)영화사하얼빈",워너브러더스 코리아(주),15세이상관람가,액션,김지운,"송강호,공유,한지민,츠루미 신고,엄태구,신성록,서영주,박민우,이진한,이진한,임서영,임서영,전수빈,정유안,조권수,조윤담,이동진,이상희,이수광,이승진,하민,노준표,김정우,김태준,고준,오하늬,원진아,전여빈,최유화,이병헌,허성태,김동영,주석태,금새록,전배수,곽자형,옥자연,홍인,백인권,이상희,최희도,조영규","송강호, 공유, 한지민",2016,True,7487545
906,터널,2016-08-10,57529484417,0.058,57529484417,7120508,7120508,1105,113201,한국,한국,"(주)어나더썬데이,(주)비에이엔터테인먼트",(주)쇼박스,12세이상관람가,드라마,김성훈,"하정우,배두나,오달수,김종수,임한빈,정민희,송민석,윤성민,이동진,이상희,최춘범,권승구,진용욱,이한서,예수정,서현우,배유람,조현철,김수진,윤돈선,주석태,강신철,한성천,김승훈,이장유,이문석,양지수","하정우, 배두나, 오달수",2016,True,7118592
907,덕혜옹주,2016-08-03,44393828109,0.045,44393828109,5599229,5599229,964,97312,한국,한국,"(주)하이브미디어코프,(주)영화사호필름 ,(주)디씨지플러스",롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,"사극,드라마",허진호,"손예진,박해일,윤제문,라미란,정상훈,박수영,김소현,박주미,안내상,김재욱,김인우,백윤식,김대명,김정희,박윤식,박지수,박혜영,송민수,송창현,신동주,오세영,이경훈,이명규,이상진,이승진,최영빈,최일순,최정순,한동훈,함성원,홍은지,김무규,김기정,차지원,고수,금새록,김승훈,김기천,곽자형,김나연","손예진, 박해일, 윤제문",2016,True,5593551
908,닥터 스트레인지,2016-10-26,47481830396,0.048,47481830396,5446239,5446239,1503,162856,미국,미국,,월트디즈니컴퍼니코리아(주),12세이상관람가,"액션,어드벤처,판타지",스콧 데릭슨,"베네딕트 컴버배치,레이첼 맥아담스,틸다 스윈튼,매즈 미켈슨,치웨텔 에지오포,스콧 앳킨스,마이클 스털버그,베네딕트 웡","베네딕트 컴버배치, 레이첼 맥아담스, 틸다 스윈튼",2016,True,5446239
909,신비한 동물사전,2016-11-16,39300515858,0.04,39300515858,4662534,4662534,1431,115676,미국,"미국,영국",,워너브러더스 코리아(주),12세이상관람가,"어드벤처,가족,판타지",데이빗 예이츠,"에디 레드메인,콜린 파렐,캐서린 워터스턴,앨리슨 수돌,댄 포글러,사만다 모튼,젠 머레이","에디 레드메인, 콜린 파렐, 캐서린 워터스턴",2016,True,4662534
910,나우 유 씨 미 2,2016-07-13,25116690113,0.025,25116690113,3100113,3100113,1200,56981,미국,미국,,롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,"범죄,액션",존 추,"제시 아이젠버그,마크 러팔로,우디 해럴슨,데이브 프랑코,다니엘 래드클리프,리지 캐플란,주걸륜,마이클 케인,모건 프리먼","제시 아이젠버그, 마크 러팔로, 우디 해럴슨",2016,True,3100113
911,형,2016-11-23,23113768293,0.023,23113768293,2979659,2979659,993,83518,한국,한국,굿초이스컷픽쳐스(주),씨제이이앤엠(주),12세이상관람가,"코미디,드라마",권수경,"조정석,도경수,박신혜,권지훈,김승아,김진희,이연수,강두,정지훈,손산,김강현,권범택","조정석, 도경수, 박신혜",2016,True,2979659
912,미스 페레그린과 이상한 아이들의 집,2016-09-28,21841214586,0.022,21841214586,2718158,2718158,904,70451,미국,"미국,벨기에,영국",,이십세기폭스코리아(주),12세이상관람가,"미스터리,판타지",팀 버튼,"에바 그린,사무엘 L. 잭슨,에이사 버터필드,앨리슨 제니,킴 디킨스,주디 덴치,크리스 오다우드","에바 그린, 사무엘 L. 잭슨, 에이사 버터필드",2016,True,2718158
