,영화명,개봉일,매출액,매출액점유율,누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,국적,제작사,배급사,등급,장르,감독,배우,main_actors,개봉일_int,director_involved,actor_involved,전국관객수
5690,파워캐치 완다: 버그본의 지구 습격,2017-03-09,86394400,0.0,86394400,10881,10881,178,760,일본,일본,,"(주)에이원엔터테인먼트,(주)삼지애니메이션",전체관람가,"애니메이션,액션,어드벤처",하시모토 미츠오,,,2017,False,False,10881
5691,극장판 빰바라빤쮸: 바나나 왕국의 비밀,2017-02-22,76934800,0.0,76934800,10681,10681,140,1058,일본,일본,,(주)스마일이엔티,전체관람가,"애니메이션,어드벤처",벤피 네코,"김율,황원,사문영,윤세웅","김율, 황원, 사문영",2017,False,True,10681
5692,러빙,2017-03-01,81209600,0.0,81209600,10604,10604,149,1373,미국,"미국,영국",,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,"드라마,멜로/로맨스",제프 니콜스,"조엘 에저튼,루스 네가,마이클 섀넌,마튼 초카스,빌 캠프,데이빗 젠슨","조엘 에저튼, 루스 네가, 마이클 섀넌",2017,False,True,9121
5693,내 이름은 꾸제트,2017-03-09,75411100,0.0,75411100,10353,10353,232,1040,프랑스,"프랑스,스위스",,(주)스마일이엔티,전체관람가,"애니메이션,가족",클로드 바라스,,,2017,False,False,9644
5694,네루다,2017-05-25,79024700,0.0,79024700,10107,10107,37,577,칠레,"칠레,아르헨티나,프랑스",,(주)에스와이코마드,청소년관람불가,"스릴러,드라마",파블로 라라인,가엘 가르시아 베르날,,2017,False,False,10107
5695,오버 더 펜스,2017-03-16,79884850,0.0,79884850,10103,10103,72,1013,일본,일본,,주식회사 씨네룩스,15세이상관람가,드라마,야마시타 노부히로,"오다기리 조,아오이 유우,마츠다 쇼타","오다기리 조, 아오이 유우, 마츠다 쇼타",2017,False,False,10103
5696,극장판 마이 리틀 포니 : 이퀘스트리아 걸스,2017-05-03,74804500,0.0,74804500,9701,9701,102,732,캐나다,"캐나다,미국",,(주)팝엔터테인먼트,전체관람가,"애니메이션,가족,코미디",제이슨 티에슨,"타라 스트롱,애슐리 볼,안드리아 리브먼","타라 스트롱, 애슐리 볼, 안드리아 리브먼",2017,False,False,8705
5697,부니베어: 브램블의 신비한 모험,2017-05-18,63195500,0.0,63195500,9544,9544,170,847,중국,중국,,예지림엔터테인먼트,전체관람가,애니메이션,정량,"박상훈,홍진욱,윤세웅,임채헌","박상훈, 홍진욱, 윤세웅",2017,False,True,9544
5698,아주 긴 변명,2017-02-16,67454200,0.0,67454200,8974,8974,49,775,일본,일본,,(주)영화사 진진,15세이상관람가,드라마,니시카와 미와,"모토키 마사히로,후카츠 에리,쿠로키 하루,이케마츠 소스케","모토키 마사히로, 후카츠 에리, 쿠로키 하루",2017,False,False,8974
5699,마차 타고 고래고래,2017-05-18,74943500,0.0,74943500,8971,8971,83,886,한국,한국,(주)광대무변,와이드 릴리즈(주),15세이상관람가,드라마,안재석,"조한선,박효주,김신의,한지상,김재범,조진웅,임현철,박지혜,백재호,조주현,윤경호,최민성,최민철,하덕부,마정석,몽니,김상석","조한선, 박효주, 김신의",2017,False,True,8697
5700,중독노래방,2017-06-15,69288300,0.0,69288300,8877,8877,175,1930,한국,한국,"영화사 아람(주),(주)레드힐엔터테인먼트",(주)리틀빅픽쳐스,청소년관람불가,"미스터리,판타지",김상찬,"이문식,배소은,김나미,방준호,동방우,정승길,박선우,신지용,이동진,이상욱,손성찬","이문식, 배소은, 김나미",2017,False,False,8877
5701,블리드 포 디스,2017-03-16,68551300,0.0,68551300,8655,8655,167,1647,미국,미국,,(주)리틀빅픽쳐스,15세이상관람가,드라마,벤 영거,"마일즈 텔러,케이티 사갈,아론 에크하트","마일즈 텔러, 케이티 사갈, 아론 에크하트",2017,False,True,8655
5702,용을 찾아서,2017-02-22,63201800,0.0,63201800,8638,8638,60,460,중국,중국,,(주)머스트씨무비릴리징컴퍼니,전체관람가,"애니메이션,어드벤처",호승충,,,2017,False,False,8638
5703,나는 고양이로소이다,2017-06-08,63843200,0.0,63843200,7947,7947,41,688,한국,한국,엠앤씨에프,(주)리틀빅픽쳐스,전체관람가,다큐멘터리,조은성,"강민혁,이용한,김하연","강민혁, 이용한, 김하연",2017,False,False,7371
5704,위대한 임무,2017-03-23,54617800,0.0,54617800,7502,7502,59,547,미국,미국,,(재)CBS,12세이상관람가,"드라마,전쟁",피터 스펜서,존 라이스 데이비스,,2017,False,False,7329
5705,패트와 매트: 뚝딱뚝딱 대소동,2017-03-16,52792500,0.0,52792500,7383,7383,116,997,체코,체코,,(주)팝엔터테인먼트,전체관람가,애니메이션,마렉 베네슈,,,2017,False,False,7383
5706,"카페, 한 사람을 기다리다",2017-05-11,57532000,0.0,57532000,7112,7112,107,1347,대만,대만,,"(주)드림팩트엔터테인먼트,(주)일레븐엔터테인먼트",15세이상관람가,"멜로/로맨스,코미디",강금림,송운화,,2017,False,False,6545
5707,"다시, 벚꽃",2017-04-06,54457500,0.0,54457500,6793,6793,132,1281,한국,한국,(주)MBC,(주)영화사 진진,12세이상관람가,다큐멘터리,유해진,"장범준,이철수,장조아,오혜원,이동민,이승준","장범준, 이철수, 장조아",2017,False,False,6199
5708,청춘 합창단 - 또 하나의 꿈,2017-06-15,45254400,0.0,45254400,6497,6497,39,338,한국,한국,(주)네오스카이인터내셔날,와이드 릴리즈(주),전체관람가,다큐멘터리,"이혁종,안정민","김태원,안성기,박창수,이영현,이원규","김태원, 안성기, 박창수",2017,False,False,5717
5709,암살교실: 졸업편,2017-04-21,34784500,0.0,34784500,6491,6491,46,245,일본,일본,,(주)에이원엔터테인먼트,12세이상관람가,"액션,코미디",하스미 에이이치로,"야마다 료스케,시이나 깃페이",,2017,False,False,874
5710,커피 메이트,2017-03-01,52071000,0.0,52071000,6459,6459,99,1247,한국,한국,(주)써니엔터테인먼트,(주)스톰픽쳐스코리아,청소년관람불가,멜로/로맨스,이현하,"윤진서,오지호,임수빈,주영민","윤진서, 오지호, 임수빈",2017,False,False,5361
5711,아버지와 이토씨,2017-04-20,45256400,0.0,45256400,6045,6045,94,884,일본,일본,,와이드 릴리즈(주),12세이상관람가,"드라마,코미디",타나다 유키,"우에노 주리,릴리 프랭키,후지 타츠야","우에노 주리, 릴리 프랭키, 후지 타츠야",2017,False,False,5631
5712,페기 구겐하임: 아트 애딕트,2017-02-09,43204200,0.0,43204200,5605,5605,14,293,미국,미국,,에스디시코리아 주식회사,12세이상관람가,다큐멘터리,리사 이모르디노 브릴랜드,마리나 아브라모비치,,2017,False,False,5605
5713,좋아하게 되는 그 순간을 ~고백실행위원회~,2017-06-22,37460100,0.0,37460100,4952,4952,63,618,일본,일본,,(주)디스테이션,12세이상관람가,"애니메이션,멜로/로맨스",야나기자와 테츠야,"아사쿠라 모모,하나에 나츠키,요나가 츠바사","아사쿠라 모모, 하나에 나츠키, 요나가 츠바사",2017,False,False,4574
5714,쇠파리,2017-05-25,36252600,0.0,36252600,4828,4828,56,430,한국,한국,"사단법인 한국영화인총연합회 대구경북지회,(주)무비포지",(주)영화사 그램,15세이상관람가,"범죄,드라마",안철호,"김진우,이연두,정인기,김희정,이준규,박아름,박정현,백광호,백광호,전용준,신승민,신승민,정수빈,신재천,심주미,안승원,안승원,안철호,유상훈,이관용,최보경,최순진,최승영,이동현,이민호,이상덕,이성재,이성호,이소윤,이소윤,이소정,이승엽,이승준,이승준,이승환,이재성,이재원,이재학,이재학,이정섭,이정우,황정석,김원중,김정애,정상협,민성욱","김진우, 이연두, 정인기",2017,False,False,4828
5715,금빛 모자이크 프리티 데이즈,2017-02-16,34265500,0.0,34265500,4709,4709,80,916,일본,일본,,(주)퍼스트런,전체관람가,애니메이션,다나카 모토키,사토 사토미,,2017,False,False,4709
5716,위 아 엑스,2017-05-25,39749900,0.0,39749900,4614,4614,19,371,영국,영국,,(주)라이크 콘텐츠,15세이상관람가,다큐멘터리,스테판 키작,,,2017,False,False,4614
5717,미인어,2017-02-22,31631200,0.0,31631200,4270,4270,69,671,중국,중국,,(주)라이크 콘텐츠,12세이상관람가,"판타지,멜로/로맨스,코미디",주성치,"덩차오,임윤,나지상,장우기,서극,문장","덩차오, 임윤, 나지상",2017,False,False,4270
5718,왕을 참하라,2017-03-16,32469800,0.0,32469800,4237,4237,54,420,한국,한국,(주)영화사 조은,(주)박수엔터테인먼트,청소년관람불가,드라마,김재수,"강연정,강윤,추석영,김학철,이영범,박희진,박정민,박지영,박현지,신재훈,최지유","강연정, 강윤, 추석영",2017,False,False,4237
5719,파리의 밤이 열리면,2017-06-22,30306600,0.0,30306600,4085,4085,28,298,프랑스,프랑스,,찬란,12세이상관람가,코미디,에두아르 바에르,"오드리 토투,에두아르 바에르",,2017,False,False,4085
5720,파란나비효과,2017-06-22,28874100,0.0,28874100,4059,4059,41,373,한국,한국,헤이앤컴퍼니,(주)인디플러그,12세이상관람가,다큐멘터리,박문칠,,,2017,False,False,3909
5721,더 바,2017-06-15,29680100,0.0,29680100,3948,3948,84,793,스페인,스페인,,(주)영화사 그램,15세이상관람가,스릴러,알렉스 드 라 이글레시아,,,2017,False,False,3822
5722,24주,2017-06-15,26252000,0.0,26252000,3460,3460,22,318,독일,독일,,(주)영화사 진진,청소년관람불가,드라마,앤 조라 베라치드,줄리아 옌체,,2017,False,False,3460
5723,투 러버스 앤 베어,2017-03-30,26655200,0.0,26655200,3364,3364,73,551,캐나다,캐나다,,(주)팝엔터테인먼트,청소년관람불가,"드라마,멜로/로맨스",킴 누옌,"데인 드한,타티아나 마스래니",,2017,False,False,3364
5724,내 사랑,2017-07-12,23096000,0.0,23096000,2759,2759,5,22,아일랜드,"아일랜드,캐나다",,오드,12세이상관람가,"드라마,멜로/로맨스",에이슬링 월쉬,"샐리 호킨스,에단 호크",,2017,True,False,333347
5725,내 아내와 결혼해 주세요,2017-05-18,20508000,0.0,20508000,2676,2676,49,444,일본,일본,,(주)스마일이엔티,전체관람가,"멜로/로맨스,드라마",미야케 요시시게,"오다 유지,요시다 요,하라다 타이조,다카시마 레이코,마시마 히데카즈","오다 유지, 요시다 요, 하라다 타이조",2017,False,False,2600
5726,바람에 젖은 여자,2017-05-25,19099000,0.0,19099000,2588,2588,10,160,일본,일본,,"(주)오렌지옐로우하임,홀리가든",청소년관람불가,"코미디,드라마",시오타 아키히코,"나가오카 타스쿠,마미야 유키",,2017,False,False,2588
5727,아메리칸 패스토럴,2017-05-25,18100900,0.0,18100900,2409,2409,24,315,미국,미국,,(주)드림팩트엔터테인먼트,15세이상관람가,"가족,드라마",이완 맥그리거,"이완 맥그리거,제니퍼 코넬리,다코타 패닝","이완 맥그리거, 제니퍼 코넬리, 다코타 패닝",2017,False,True,2409
5728,부니베어: 로거빅 컴백홈 프로젝트,2017-06-29,16258900,0.0,16258900,2329,2329,149,277,중국,중국,,예지림엔터테인먼트,전체관람가,애니메이션,정량,"박상훈,홍진욱,윤세웅,임채헌","박상훈, 홍진욱, 윤세웅",2017,False,True,2329
5729,나부코,2017-04-01,52467000,0.0,52467000,2308,2308,7,105,미국,미국,,(주) 인스터 글로벌,전체관람가,공연,바바라 윌리스 스위츠,플라시도 도밍고,,2017,False,False,2308
5730,아이히만 쇼,2017-03-01,17028000,0.0,17028000,2240,2240,21,250,영국,영국,,(주)디스테이션,15세이상관람가,드라마,폴 앤드류 윌리엄스,"마틴 프리먼,안소니 라파글리아",,2017,False,False,2133
5731,직지코드,2017-06-28,15409200,0.0,15409200,2212,2212,39,173,한국,한국,(주)아우라픽처스,(주)엣나인필름,전체관람가,다큐멘터리,"우광훈,데이빗 레드먼","김민웅,데이빗 레드먼,명사랑 아네스,성염","김민웅, 데이빗 레드먼, 명사랑 아네스",2017,False,False,2212
5732,다이노 어드벤처: 먹이사슬의 제왕,2017-04-27,14319500,0.0,14319500,2168,2168,37,293,영국,영국,,(주)박수엔터테인먼트,전체관람가,애니메이션,나이젤 패터슨,,,2017,False,False,2168
5733,뮤지엄,2017-05-18,16312000,0.0,16312000,2056,2056,65,606,일본,일본,,주식회사 더쿱,청소년관람불가,"범죄,스릴러",오오토모 케이시,"오구리 슌,츠마부키 사토시",,2017,False,False,2056
5734,개에게 처음 이름을 지어준 날,2017-04-06,14306000,0.0,14306000,2008,2008,53,492,일본,일본,,"(주)퍼스트런,글뫼 주식회사",전체관람가,"드라마,다큐멘터리",야마다 아카네,"코바야시 사토미,카미카와 타카야",,2017,False,False,1828
5735,지렁이,2017-04-20,14581600,0.0,14581600,1921,1921,22,210,한국,한국,미디어파크(주),투썸업픽쳐스,청소년관람불가,드라마,윤학렬,"김정균,오예설,황도원,박지혜,백대기,성민근,신철승,우지연,유소영,최다미,박나예,김삼한,송은율","김정균, 오예설, 황도원",2017,False,False,1921
5736,모놀리스,2017-04-20,13366600,0.0,13366600,1738,1738,62,556,이탈리아,이탈리아,,이언픽쳐스,12세이상관람가,"드라마,스릴러",이반 실베스트리니,카트리나 보우든,,2017,False,False,1732
5737,안티포르노,2017-06-15,13340000,0.0,13340000,1727,1727,14,131,일본,일본,,"홀리가든,(주)오렌지옐로우하임",청소년관람불가,드라마,소노 시온,"토미테 아미,츠츠이 마리코",,2017,False,False,1636
5738,원스텝,2017-04-06,13002000,0.0,13002000,1662,1662,33,239,한국,한국,(주)엠씨씨엔터테인먼트,(주)드림팩트엔터테인먼트,12세이상관람가,드라마,전재홍,"박산다라,한재석,조동인,조달환,홍아름,박혜경,신민정,정용환,이수진,한을희,이정우,홍성민,노현석,조수하","박산다라, 한재석, 조동인",2017,False,False,453
5739,간츠: 오,2017-05-11,12687500,0.0,12687500,1625,1625,47,395,일본,일본,,(주)미디어캐슬,청소년관람불가,"애니메이션,SF,액션",사토 케이이치,"오노 다이스케,하야미 사오리",,2017,False,False,1625
5740,예수는 역사다,2017-07-13,12426000,0.0,12426000,1618,1618,3,14,미국,미국,,(재)CBS,전체관람가,드라마,존 건,"마이크 보겔,에리카 크리스틴슨,페이 더너웨이,로버트 포스터","마이크 보겔, 에리카 크리스틴슨, 페이 더너웨이",2017,True,True,170796
5741,토마스와 친구들: 수수께끼 해적선과 보물찾기,2017-06-29,10499000,0.0,10499000,1583,1583,92,177,영국,영국,,KBS 미디어,전체관람가,애니메이션,데이비드 스토튼,,,2017,False,False,1583
5742,루팡 3세: 칼리오스트로의 성,2017-05-25,11288000,0.0,12412000,1503,1729,57,386,일본,일본,,(주)에이원엔터테인먼트,12세이상관람가,애니메이션,미야자키 하야오,,,2017,False,False,1503
5743,리버 로드,2017-03-30,10151100,0.0,10151100,1498,1498,17,162,중국,중국,,주식회사 골든럭,전체관람가,드라마,리루이쥔,"탕롱,꾸오송타오",,2017,False,False,1388
5744,바람의 춤꾼,2017-06-06,9355100,0.0,9355100,1463,1463,10,194,한국,한국,강 컨텐츠,강 컨텐츠,12세이상관람가,다큐멘터리,최상진,"이삼헌,변우균",,2017,False,False,1311
5745,공각기동대 신극장판,2017-04-20,10383500,0.0,10383500,1376,1376,33,206,일본,일본,,"(주)레인메이커필름,(주)모멘텀엔터테인먼트",15세이상관람가,"애니메이션,SF,액션",노무라 카즈야,사카모토 마아야,,2017,False,False,1376
