,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국스크린수,전국매출액,전국관객수,서울매출액,서울관객수,장르,등급,영화구분
569,그것만이 내 세상,최성현,"(주)제이케이필름,씨제이이앤엠(주)",,씨제이이앤엠(주),2018-01-17,개봉영화,장편,한국,862,27441213382,3417629,6258257482,759455,코미디,12세이상관람가,일반영화
570,곤지암,정범식,(주)하이브미디어코프,,(주)쇼박스,2018-03-28,개봉영화,장편,한국,1124,21442114144,2675559,4978152594,596536,공포(호러),15세이상관람가,일반영화
571,탐정: 리턴즈,이언희,(주)크리픽쳐스,,씨제이이앤엠(주),2018-06-13,개봉영화,장편,한국,1041,22851746720,2672552,5083835920,576416,코미디,15세이상관람가,일반영화
572,지금 만나러 갑니다,이장훈,"(주)무비락,(주)도서관옆스튜디오,(주)푸른나무픽쳐스",,롯데쇼핑㈜롯데엔터테인먼트,2018-03-14,개봉영화,장편,한국,1163,20795917128,2601529,5389143428,652805,멜로/로맨스,12세이상관람가,일반영화
573,조선명탐정: 흡혈괴마의 비밀,김석윤,청년필름(주),,(주)쇼박스,2018-02-08,개봉영화,장편,한국,1249,19690818764,2424330,4072581264,490363,사극,12세이상관람가,일반영화
574,메이즈 러너: 데스 큐어,웨스 볼,,이십세기폭스코리아(주),이십세기폭스코리아(주),2018-01-17,개봉영화,장편,미국,1090,18902873104,2299732,5015312604,582686,액션,12세이상관람가,일반영화
575,레디 플레이어 원,스티븐 스필버그,,워너브러더스 코리아(주),워너브러더스 코리아(주),2018-03-28,개봉영화,장편,미국,1079,19924623571,2253717,7255307121,762933,액션,12세이상관람가,일반영화
576,쥬만지: 새로운 세계,제이크 캐스단,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2018-01-03,개봉영화,장편,미국,791,13814824864,1708672,3546830914,421003,액션,12세이상관람가,일반영화
577,리틀 포레스트,임순례,(주)영화사수박,,메가박스중앙(주)플러스엠,2018-02-28,개봉영화,장편,한국,884,11919745185,1504866,3852032885,474512,드라마,전체관람가,일반영화
578,골든슬럼버,노동석,영화사 집,,씨제이이앤엠(주),2018-02-14,개봉영화,장편,한국,833,11412768798,1387508,2666693198,315506,범죄,15세이상관람가,일반영화
579,램페이지,브래드 페이튼,,워너브러더스 코리아(주),워너브러더스 코리아(주),2018-04-12,개봉영화,장편,미국,909,11951980109,1385511,2979863959,329834,액션,12세이상관람가,일반영화
580,궁합,홍창표,(주)주피터필름,,씨제이이앤엠(주),2018-02-28,개봉영화,장편,한국,966,10478875438,1340117,2478594738,309094,코미디,12세이상관람가,일반영화
581,사라진 밤,이창희,"(주)싸이더스,(주)엠씨엠씨,(주)더블앤조이픽쳐스",,씨네그루(주)키다리이엔티,2018-03-07,개봉영화,장편,한국,925,10686397316,1314274,2577142716,309566,스릴러,15세이상관람가,일반영화
582,오션스8,게리 로스,,워너브러더스 코리아(주),워너브러더스 코리아(주),2018-06-13,개봉영화,장편,미국,837,10972422166,1251725,4116090166,457824,액션,12세이상관람가,일반영화
583,바람 바람 바람,이병헌,(주)하이브미디어코프,,(주)넥스트엔터테인먼트월드(NEW),2018-04-05,개봉영화,장편,한국,985,9702206675,1183959,2250342475,271361,코미디,청소년관람불가,일반영화
584,챔피언,김용완,(주)코코너,,워너브러더스 코리아(주),2018-05-01,개봉영화,장편,한국,874,9440659230,1125238,1846376630,212475,드라마,12세이상관람가,일반영화
585,퍼시픽 림: 업라이징,스티븐 S. 드나이트,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2018-03-21,개봉영화,장편,미국,1145,8962712795,1077235,2487116295,278336,액션,15세이상관람가,일반영화
586,염력,연상호,(주)영화사레드피터,,(주)넥스트엔터테인먼트월드(NEW),2018-01-31,개봉영화,장편,한국,1099,7484644112,990104,1855120412,238805,드라마,15세이상관람가,일반영화
587,월요일이 사라졌다,토미 위르콜라,,(주)퍼스트런,(주)스마일이엔티,2018-02-22,개봉영화,장편,영국,355,7489885100,903175,2030565300,239886,액션,15세이상관람가,독립/예술영화
588,레슬러,김대웅,(주)안나푸르나필름,,롯데쇼핑㈜롯데엔터테인먼트,2018-05-09,개봉영화,장편,한국,957,6439292657,765813,1392248057,159549,드라마,15세이상관람가,일반영화
589,마녀,박훈정,"(주)영화사 금월,(주)페퍼민트앤컴퍼니",,워너브러더스 코리아(주),2018-06-27,개봉영화,장편,한국,1117,5547497752,661965,1358142852,157575,미스터리,15세이상관람가,일반영화
590,인시디어스4: 라스트 키,애덤 로비텔,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2018-01-31,개봉영화,장편,미국,769,4301309864,554521,985318264,123478,공포(호러),15세이상관람가,일반영화
591,"그날, 바다",김지영,프로젝트 부,,(주)엣나인필름,2018-04-12,개봉영화,장편,한국,611,4445554528,540558,1157399300,136574,다큐멘터리,15세이상관람가,독립/예술영화
592,툼레이더,로아 우타우,,워너브러더스 코리아(주),워너브러더스 코리아(주),2018-03-08,개봉영화,장편,미국,806,4500905762,540410,1147492762,131406,액션,12세이상관람가,일반영화
593,페르디난드,카를로스 살다나,,이십세기폭스코리아(주),이십세기폭스코리아(주),2018-01-03,개봉영화,장편,미국,698,3854216500,533776,667415700,88198,애니메이션,전체관람가,일반영화
594,7년의 밤,추창민,"(주)바른손,씨제이이앤엠(주)",,씨제이이앤엠(주),2018-03-28,개봉영화,장편,한국,872,3969337524,528007,1046793224,133744,스릴러,15세이상관람가,일반영화
595,버닝,이창동,"파인하우스필름(주),나우필름(주)",,CGV아트하우스,2018-05-17,개봉영화,장편,한국,739,4712847598,527979,1764315898,193981,미스터리,청소년관람불가,일반영화
596,콰이어트 플레이스,존 크랜신스키,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2018-04-12,개봉영화,장편,미국,677,4580889849,526073,1445057049,161329,공포(호러),15세이상관람가,일반영화
597,셰이프 오브 워터: 사랑의 모양,기예르모 델 토로,,이십세기폭스코리아(주),이십세기폭스코리아(주),2018-02-22,개봉영화,장편,미국,404,4209803400,506182,2139863100,253787,어드벤처,청소년관람불가,일반영화
598,흥부: 글로 세상을 바꾼 자,조근현,"(주)영화사 궁,(주)발렌타인필름",,롯데쇼핑㈜롯데엔터테인먼트,2018-02-14,개봉영화,장편,한국,627,3381050200,416303,886785300,107570,사극,12세이상관람가,일반영화
599,피터 래빗,윌 글럭,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2018-05-16,개봉영화,장편,미국,599,3002378600,387794,598104900,74021,애니메이션,전체관람가,일반영화
600,패딩턴 2,폴 킹,,(주)누리픽쳐스,(주)이수C&E,2018-02-08,개봉영화,장편,프랑스,629,2527056200,335906,707057900,89520,코미디,전체관람가,독립/예술영화
601,트루스 오어 데어,제프 와드로,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2018-05-22,개봉영화,장편,미국,530,2645140400,310695,674443300,75674,공포(호러),15세이상관람가,일반영화
602,덕구,방수인,"(주)영화사두둥,(주)곰픽쳐스",,메가박스중앙(주)플러스엠,2018-04-05,개봉영화,장편,한국,544,2318099700,305582,399790500,50850,드라마,전체관람가,일반영화
603,커뮤터,자움 콜렛 세라,,(주)미디어로그,메가박스중앙(주)플러스엠,2018-01-24,개봉영화,장편,영국,575,2286590955,286042,669150055,82592,액션,15세이상관람가,일반영화
604,명탐정 코난:감벽의 관,야마모토 야스이치로,,씨제이이앤엠(주),씨제이이앤엠(주),2018-02-14,개봉영화,장편,일본,487,1800316000,242164,310023800,40693,애니메이션,12세이상관람가,일반영화
605,아이 필 프리티,아비 콘,,(주)퍼스트런,(주)홈초이스,2018-06-06,개봉영화,장편,미국,213,2030513900,229346,838802000,92648,코미디,15세이상관람가,일반영화
606,치즈인더트랩,김제영,(주)마운틴무브먼트스토리,,(주)리틀빅픽쳐스,2018-03-14,개봉영화,장편,한국,364,1890873700,229005,557695800,65340,멜로/로맨스,15세이상관람가,일반영화
607,12 솔져스,니콜라이 퓰시,,(유)조이앤시네마,(주)제이앤씨미디어그룹,2018-01-31,개봉영화,장편,미국,211,1833626400,223740,597547500,70049,액션,15세이상관람가,독립/예술영화
608,1급기밀,홍기선,"(주)미인픽쳐스,(주)미디어모굴",,(주)리틀빅픽쳐스,2018-01-24,개봉영화,장편,한국,512,1720083300,217803,406282500,50330,드라마,12세이상관람가,일반영화
609,50가지 그림자: 해방,제임스 폴리,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2018-02-21,개봉영화,장편,미국,213,1866384500,217785,650566700,75135,드라마,청소년관람불가,일반영화
610,허리케인 하이스트,롭 코헨,,(주)우성엔터테인먼트,(주)넥스트엔터테인먼트월드(NEW),2018-03-14,개봉영화,장편,미국,544,1730262848,214949,406693648,49348,액션,15세이상관람가,일반영화
611,한 솔로: 스타워즈 스토리,론 하워드,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2018-05-24,개봉영화,장편,미국,569,1964276778,213980,778382478,79048,액션,12세이상관람가,일반영화
612,콜 미 바이 유어 네임,루카 구아다니노,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2018-03-22,개봉영화,장편,이탈리아,192,1655414700,198013,940932000,110111,드라마,청소년관람불가,독립/예술영화
613,나미야 잡화점의 기적,히로키 류이치,,(주)에이원엔터테인먼트,(주)이수C&E,2018-02-28,개봉영화,장편,일본,532,1455461885,191880,458198585,57998,판타지,전체관람가,독립/예술영화
614,극장판 포켓몬스터DP - 디아루가 VS 펄기아 VS 다크라이,유야마 쿠니히코,,(주)포켓몬코리아,(주)이수C&E,2018-06-06,개봉영화,장편,일본,588,1388591900,182545,222643100,27844,애니메이션,전체관람가,독립/예술영화
615,유전,아리 애스터,,찬란,(주)팝엔터테인먼트,2018-06-07,개봉영화,장편,미국,422,1536786325,174223,528139825,57537,공포(호러),15세이상관람가,일반영화
616,허스토리,민규동,(주)수필름,,(주)넥스트엔터테인먼트월드(NEW),2018-06-27,개봉영화,장편,한국,696,1216916649,169330,358940549,50578,드라마,12세이상관람가,일반영화
617,미드나잇 선,스콧 스피어,,(주)우성엔터테인먼트,씨네그루(주)키다리이엔티,2018-06-21,개봉영화,장편,미국,472,1277894600,151708,433992200,50930,멜로/로맨스,12세이상관람가,독립/예술영화
618,다운사이징,알렉산더 페인,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2018-01-11,개봉영화,장편,미국,511,1236582004,150215,428993404,51033,드라마,15세이상관람가,일반영화
619,나를 기억해,이한욱,(주)오아시스이엔티,,씨네그루(주)키다리이엔티,2018-04-19,개봉영화,장편,한국,545,1227953892,140849,289799692,32322,미스터리,청소년관람불가,일반영화
620,더 포스트,스티븐 스필버그,,씨제이이앤엠(주),CGV아트하우스,2018-02-28,개봉영화,장편,미국,281,1090246148,137841,601255748,74508,드라마,12세이상관람가,독립/예술영화
621,시카리오: 데이 오브 솔다도,스테파노 솔리마,,㈜코리아스크린,㈜코리아스크린,2018-06-27,개봉영화,장편,미국,261,1004745900,124017,363758000,43609,액션,15세이상관람가,일반영화
622,얼리맨,닉 파크,,(주)퍼스트런,(주)이수C&E,2018-05-03,개봉영화,장편,영국,597,910471000,118612,189895000,23330,애니메이션,전체관람가,독립/예술영화
623,"안녕, 나의 소녀",사준의,,오드,오드,2018-05-16,개봉영화,장편,대만,155,868321954,111541,306753454,37176,멜로/로맨스,12세이상관람가,독립/예술영화
624,당갈,니테쉬 티와리,,(주)미로스페이스,(주)넥스트엔터테인먼트월드(NEW),2018-04-25,개봉영화,장편,인도,260,903257500,108959,457451200,54487,액션,12세이상관람가,독립/예술영화
625,레드 스패로,프란시스 로렌스,,이십세기폭스코리아(주),이십세기폭스코리아(주),2018-02-28,개봉영화,장편,미국,389,860743700,108344,331557500,41010,스릴러,청소년관람불가,일반영화
626,게이트,신재호,삼삼공구 브라더스,,(주)제이앤씨미디어그룹,2018-02-28,개봉영화,장편,한국,208,820756100,101173,187520600,22814,범죄,15세이상관람가,일반영화
627,미니특공대X,이영준,(주)삼지애니메이션,,(주)삼지애니메이션,2018-03-22,개봉영화,장편,한국,458,744858200,99952,131013800,16957,애니메이션,전체관람가,일반영화
628,레이디 버드,그레타 거윅,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2018-04-04,개봉영화,장편,미국,344,794126700,97777,448029200,53878,코미디,15세이상관람가,일반영화
629,쓰리 빌보드,마틴 맥도나,,이십세기폭스코리아(주),이십세기폭스코리아(주),2018-03-15,개봉영화,장편,미국,110,796847700,97079,497234900,60009,코미디,15세이상관람가,일반영화
630,마야2,"노엘 클리어리,세르지오 델피노",,(주)시네마리퍼블릭,(주)영화사 빅,2018-02-01,개봉영화,장편,독일,429,670314200,94179,120929400,15990,애니메이션,전체관람가,독립/예술영화
631,커다랗고 커다랗고 커다란 배,"필립 립스키,요르겐 레르담",,예지림엔터테인먼트,예지림엔터테인먼트,2018-05-03,개봉영화,장편,덴마크,350,736453900,93588,116666000,14111,애니메이션,전체관람가,독립/예술영화
632,여중생A,이경섭,"(주)영화사울림,네이버웹툰 주식회사",,롯데컬처웍스(주)롯데엔터테인먼트,2018-06-20,개봉영화,장편,한국,479,724154600,86841,255695900,27849,드라마,12세이상관람가,일반영화
