영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국스크린수,전국매출액,전국관객수,서울매출액,서울관객수,장르,등급,영화구분
락아웃: 익스트림미션,"제임스 매더스,스테판 St. 레게르",,데이지엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2012-06-14,개봉영화,장편,미국,374,3327716500,455775,939128000,122067,SF,15세이상관람가,일반영화
밀레니엄 : 여자를 증오한 남자들,데이빗 핀처,,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2012-01-11,개봉영화,장편,미국,321,3504509000,443889,1671193500,205218,스릴러,청소년관람불가,일반영화
아부의 왕,정승구,(주)황금주전자,,롯데쇼핑㈜롯데엔터테인먼트,2012-06-21,개봉영화,장편,한국,428,2922945500,411909,838792500,113018,코미디,15세이상관람가,일반영화
크로니클,조쉬 트랭크,,이십세기폭스코리아(주),이십세기폭스코리아(주),2012-03-15,개봉영화,장편,미국,324,2881024000,383862,945721500,120118,액션,15세이상관람가,일반영화
프렌즈: 몬스터섬의비밀,야마자키 타카시,,(주)스마일이엔티,"(주)스마일이엔티,(주)에스비에스콘텐츠허브",2011-12-29,개봉영화,장편,일본,297,2659702500,363179,574332000,70928,애니메이션,전체관람가,일반영화
로렉스,"크리스 리노드,카일 발다",,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2012-05-03,개봉영화,장편,미국,463,2140045000,297025,557255500,72599,애니메이션,전체관람가,일반영화
더 그레이,조 카나한,,(유)조이앤컨텐츠그룹,(주)팝파트너스,2012-02-16,개봉영화,장편,미국,298,2198959500,292217,740129000,93961,액션,15세이상관람가,일반영화
네버엔딩 스토리,정용주,아일랜드픽처스(주),,(주)화앤담이엔티,2012-01-18,개봉영화,장편,한국,269,2106823000,283449,638022000,81476,코미디,15세이상관람가,일반영화
우리는 동물원을 샀다,카메론 크로우,,이십세기폭스코리아(주),이십세기폭스코리아(주),2012-01-18,개봉영화,장편,미국,235,1993190500,276334,734710500,97041,가족,전체관람가,일반영화
짱구는 못말려 극장판: 태풍을 부르는 황금스파이 대작전,마스이 소이치,,대원미디어(주),롯데쇼핑㈜롯데엔터테인먼트,2012-04-26,개봉영화,장편,일본,277,1804032000,272062,290029000,41908,애니메이션,전체관람가,일반영화
가비,장윤현,(주)오션필름,,(주)시네마서비스,2012-03-15,개봉영화,장편,한국,339,1969360500,270602,632097000,82433,드라마,15세이상관람가,일반영화
서약,마이클 수치,,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2012-03-14,개봉영화,장편,미국,314,1810275500,239483,797303000,101134,드라마,15세이상관람가,일반영화
오싹한 연애,황인호,상상필름(주),,씨제이이앤엠(주),2011-12-01,개봉영화,장편,한국,469,1721163500,231358,473455500,60045,공포(호러),12세이상관람가,일반영화
코알라 키드 : 영웅의 탄생,이경호,"㈜디지아트프로덕션,더 애니메이션 픽쳐 컴퍼니",,롯데쇼핑㈜롯데엔터테인먼트,2012-01-12,개봉영화,장편,한국,234,1434535500,205579,344989500,48695,애니메이션,전체관람가,일반영화
언더월드 4: 어웨이크닝,"만스 말린드,비욘 스테인",,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2012-02-22,개봉영화,장편,미국,343,1861948000,200038,631732500,62716,액션,청소년관람불가,일반영화
해피 피트 2,조지 밀러,,워너브러더스 코리아(주),워너브러더스 코리아(주),2012-02-02,개봉영화,장편,호주,315,1459727000,185420,414212500,48493,애니메이션,전체관람가,일반영화
세이프 하우스,다니엘 에스피노사,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2012-02-29,개봉영화,장편,미국,292,1223151500,163729,433708500,55352,액션,15세이상관람가,일반영화
다크아워,크리스 고락,,이십세기폭스코리아(주),이십세기폭스코리아(주),2012-01-05,개봉영화,장편,미국,324,1319649000,162604,356461000,41658,SF,12세이상관람가,일반영화
철의 여인,필리다 로이드,,필라멘트픽쳐스,필라멘트픽쳐스,2012-02-23,개봉영화,장편,영국,162,1079070500,144338,601412000,78293,드라마,12세이상관람가,일반영화
액트 오브 밸러: 최정예 특수부대,"마이크 맥코이,스캇 워프",,(주)부메랑모션픽쳐스,씨너스엔터테인먼트(주),2012-02-29,개봉영화,장편,미국,223,1036484500,139541,332364500,42271,액션,15세이상관람가,일반영화
사다코 3D : 죽음의 동영상,하나부사 츠토무,,오퍼스픽쳐스(유),KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),2012-06-14,개봉영화,장편,일본,262,1128332032,122335,256930532,26345,공포(호러),15세이상관람가,일반영화
아티스트,미셀 하자나비시우스,,(주)영화사 진진,(주)영화사 진진,2012-02-16,개봉영화,장편,미국,93,910115100,118836,650201600,82208,멜로/로맨스,12세이상관람가,독립/예술영화
고스트 라이더 : 복수의 화신,"마크 네빌딘,브라이언 테일러",,(주)누리픽쳐스,롯데쇼핑㈜롯데엔터테인먼트,2012-02-16,개봉영화,장편,미국,269,902982500,117263,229674000,28091,액션,15세이상관람가,일반영화
우먼 인 블랙,제임스 왓킨스,,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),"(주)넥스트엔터테인먼트월드(NEW),KT&G 상상마당 영화사업팀 컴퍼니에스에스(주)",2012-02-16,개봉영화,장편,영국,237,862144800,117188,343473800,44298,드라마,15세이상관람가,일반영화
워 호스,스티븐 스필버그,,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2012-02-09,개봉영화,장편,미국,229,734302500,102195,261101500,35001,전쟁,12세이상관람가,일반영화
캐빈 인 더 우즈,드류 고다드,,"(유)조이앤컨텐츠그룹,(주)케이알씨지",롯데쇼핑㈜롯데엔터테인먼트,2012-06-28,개봉영화,장편,미국,288,738658500,98511,262544500,33404,공포(호러),청소년관람불가,일반영화
극장판 포켓몬스터 베스트 위시「비크티니와 백의 영웅 레시라무」,유야마 쿠니히코,,(주)포켓몬코리아,씨제이이앤엠(주),2011-12-22,개봉영화,장편,일본,237,654481500,98014,138840000,19615,애니메이션,전체관람가,일반영화
인류멸망 보고서,김지운,지오엔터테인먼트,,"롯데쇼핑㈜롯데엔터테인먼트,타임스토리그룹(주)",2012-04-11,개봉영화,옴니버스,한국,236,702418000,97555,228281500,29802,SF,15세이상관람가,일반영화
초한지 - 천하대전,이인항,,(유)조이앤컨텐츠그룹,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),2012-01-11,개봉영화,장편,중국,167,710375000,94652,209634000,26810,액션,12세이상관람가,일반영화
콜드 라잇 오브 데이,마브룩 엘 메크리,,씨너스엔터테인먼트(주),씨너스엔터테인먼트(주),2012-05-17,개봉영화,장편,미국,245,636555090,88522,214464090,28596,액션,15세이상관람가,일반영화
팅커 테일러 솔저 스파이,토마스 알프레드슨,,(주)화인픽쳐스,팝엔터테인먼트,2012-02-09,개봉영화,장편,영국,187,648304500,87155,280860000,36114,스릴러,15세이상관람가,일반영화
레전드 오브 래빗,순리준,,(주)누리픽쳐스,(주)화앤담이엔티,2012-02-22,개봉영화,장편,중국,225,581200500,85184,122319500,16874,애니메이션,전체관람가,일반영화
페이스 블라인드,줄리앙 마그넷,,(주)영화사폴,(주)마인스 엔터테인먼트,2012-06-21,개봉영화,장편,미국,179,628118169,84583,210422669,26447,범죄,청소년관람불가,일반영화
극장판 썬더일레븐GO : 궁극의 우정 그리폰,미야오 요시카즈,,씨제이이앤엠(주),에이원엔터테인먼트,2012-05-24,개봉영화,장편,일본,243,574947000,84255,115189000,15267,애니메이션,전체관람가,일반영화
극장판 포켓몬스터 베스트 위시 「비크티니와 흑의 영웅 제크로무」,유야마 쿠니히코,,(주)포켓몬코리아,씨제이이앤엠(주),2011-12-22,개봉영화,장편,일본,226,528197000,76642,113029500,16008,애니메이션,전체관람가,일반영화
앨빈과 슈퍼밴드3,마이크 미첼,,이십세기폭스코리아(주),이십세기폭스코리아(주),2011-12-15,개봉영화,장편,미국,327,483502000,73213,119179500,16870,애니메이션,전체관람가,일반영화
하이힐을 신고 달리는 여자,더글라스 맥그래스,,(주)누리픽쳐스,필라멘트픽쳐스,2012-02-02,개봉영화,장편,미국,169,531249500,69047,308956500,38773,코미디,15세이상관람가,일반영화
휴고,마틴 스코세이지,,씨제이이앤엠(주),씨제이이앤엠(주),2012-02-29,개봉영화,장편,미국,85,637621000,60520,246821000,22170,가족,전체관람가,일반영화
돌아온 파워레인저 미라클포스,나가이시 다카오,,대원미디어(주),롯데쇼핑㈜롯데엔터테인먼트,2012-02-29,개봉영화,장편,일본,235,385525000,56420,92577500,12965,액션,전체관람가,일반영화
디센던트,알렉산더 페인,,이십세기폭스코리아(주),이십세기폭스코리아(주),2012-02-16,개봉영화,장편,미국,114,407991800,53103,278344800,35393,코미디,15세이상관람가,독립/예술영화
콘트라밴드,발타자르 코루마쿠르,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2012-03-22,개봉영화,장편,미국,178,393549500,52743,122177000,15714,액션,청소년관람불가,일반영화
빅 미라클,켄 콰피스,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2012-02-23,개봉영화,장편,미국,170,344139500,51151,117016500,16293,드라마,전체관람가,일반영화
더 씽,매티스 반 헤이닌겐 주니어,,(주)포커스엔터테인먼트,(주)싸이더스,2012-06-14,개봉영화,장편,미국,174,366491589,50704,90690089,11786,공포(호러),15세이상관람가,일반영화
킹메이커,조지 클루니,,데이지엔터테인먼트,(주)시너지하우스 (시너지),2012-04-19,개봉영화,장편,미국,95,340466000,44689,152213000,19439,드라마,15세이상관람가,일반영화
저스티스,로저 도널드슨,,(주)쇼박스,(주)쇼박스,2012-03-15,개봉영화,장편,미국,142,329594500,44546,113994000,14609,액션,청소년관람불가,일반영화
스페이스 독,"이나 예블라니코바,스비야토슬라브 우샤코프",,주식회사 루믹스미디어,예지림엔터테인먼트,2012-03-22,개봉영화,장편,러시아,148,282088000,42720,44214000,6302,애니메이션,전체관람가,일반영화
스탠리의 도시락,아몰 굽트,,(주)메인타이틀픽쳐스,타임스토리그룹(주),2012-03-08,개봉영화,장편,인도,164,281533000,42210,125000000,17779,드라마,전체관람가,독립/예술영화
하트 브레이커,파스칼 쇼메유,,(주)드림웨스트픽쳐스,씨너스엔터테인먼트(주),2012-04-19,개봉영화,장편,프랑스,176,296750000,40793,116697500,14953,코미디,15세이상관람가,독립/예술영화
말하는 건축가,정재은,(주)두타연,,"(주)두타연,(주)미디어데이",2012-03-08,개봉영화,장편,한국,20,295749700,37908,250792700,30916,다큐멘터리,전체관람가,독립/예술영화
코난: 암흑의 시대,마커스 니스펠,,제이엠지엔터테인먼트(주),씨제이이앤엠(주),2012-04-05,개봉영화,장편,미국,198,257709000,33469,82771500,9981,판타지,청소년관람불가,일반영화
두 번의 결혼식과 한 번의 장례식,김조광수,"청년필름(주),한국게이인권운동단체 친구사이",,(주)영화사 진진,2012-06-21,개봉영화,장편,한국,67,249933700,33175,150198700,18969,코미디,15세이상관람가,독립/예술영화
다른나라에서,홍상수,(주)영화제작전원사,,"(주)영화제작전원사 ,(주)영화사 조제",2012-05-31,개봉영화,장편,한국,35,221726700,28638,179461200,22255,드라마,청소년관람불가,독립/예술영화
I AM,최진성,"씨제이이앤엠(주),(주)에스엠엔터테인먼트",,씨제이이앤엠(주),2012-06-21,개봉영화,장편,한국,137,204434000,27305,118474000,15111,다큐멘터리,전체관람가,일반영화
데인저러스 메소드,데이빗 크로넨버그,,(주)영화사폴,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),2012-05-10,개봉영화,장편,영국,97,206727509,27165,128474009,16223,멜로/로맨스,청소년관람불가,독립/예술영화
머신건 프리처,마크 포스터,,(유)조이앤컨텐츠그룹,(주)팝파트너스,2012-05-24,개봉영화,장편,미국,141,197290500,26630,96324500,12474,액션,15세이상관람가,일반영화
원 포 더 머니,줄리 앤 로빈슨,,(주)드림웨스트픽쳐스,씨너스엔터테인먼트(주),2012-02-16,개봉영화,장편,미국,144,195806000,26387,97798000,12807,멜로/로맨스,15세이상관람가,독립/예술영화
진짜로 일어날지도 몰라 기적,고레에다 히로카즈,,(주)미로비젼,(주)미로비젼,2011-12-22,개봉영화,장편,일본,16,206086400,26249,171492900,21188,드라마,전체관람가,독립/예술영화
밀림의 왕자 레오: 세상을 바꾸는 용기,타니구치 고로,,"(주)박수엔터테인먼트,에이원엔터테인먼트","(주)박수엔터테인먼트,에이원엔터테인먼트",2012-02-29,개봉영화,장편,일본,49,154900000,24640,26936000,3767,애니메이션,전체관람가,독립/예술영화
더 데이,백창주,(주)씨제스엔터테인먼트,,롯데쇼핑㈜롯데시네마,2012-02-23,개봉영화,장편,한국,30,192005000,24163,97169500,11890,다큐멘터리,전체관람가,일반영화
자전거 탄 소년,"장 피에르 다르덴,뤽 다르덴",,(주)티캐스트,(주)티캐스트,2012-01-19,개봉영화,장편,벨기에,20,186147300,23688,152720300,18753,드라마,12세이상관람가,독립/예술영화
레이드 : 첫번째 습격,가렛 에반스,,㈜코리아스크린,씨제이이앤엠(주),2012-05-17,개봉영화,장편,인도네시아,120,163320500,21705,58692500,7488,액션,청소년관람불가,일반영화
"봄, 눈",김태균,판씨네마(주),,(주)넥스트엔터테인먼트월드(NEW),2012-04-26,개봉영화,장편,한국,118,139918000,21075,57291500,8782,드라마,전체관람가,일반영화
시작은 키스!,"다비드 포앙키노스,스테판 포엔키노스",,판씨네마(주),판씨네마(주),2012-06-14,개봉영화,장편,프랑스,29,155144000,20284,122549000,15501,코미디,12세이상관람가,독립/예술영화
마릴린 먼로와 함께한 일주일,사이먼 커티스,,데이지엔터테인먼트,(주)싸이더스,2012-02-29,개봉영화,장편,영국,81,148370000,19387,100662500,12831,드라마,15세이상관람가,일반영화
달팽이의 별,이승준,크리에이티브 이스트,,(주)영화사조아,2012-03-22,개봉영화,장편,한국,34,132937800,19252,68502300,9309,다큐멘터리,전체관람가,독립/예술영화
신과 인간,자비에 보브와,,㈜영화사 백두대간,㈜영화사 백두대간,2012-01-19,개봉영화,장편,프랑스,1,126834500,17542,116820500,15913,드라마,15세이상관람가,독립/예술영화
두레소리,조정래,주식회사 제이오엔터테인먼트코리아,,(주)명필름,2012-05-10,개봉영화,장편,한국,132,114074000,17076,48499000,6893,드라마,12세이상관람가,독립/예술영화
하늘이 보내준 딸,비자이,,(주)포커스엔터테인먼트,(주)싸이더스,2012-04-19,개봉영화,장편,인도,107,113583500,16875,36596500,5230,가족,전체관람가,일반영화
비스트 앵콜 콘서트 3D,손석,(주)에스비에스콘텐츠허브,,(주)에스비에스콘텐츠허브,2012-02-29,개봉영화,장편,한국,75,171432000,16844,48488000,4554,공연,전체관람가,일반영화
볼츠와 블립,피터 레페니오티스,"(주)레드로버,툰박스 엔터테인먼트",,씨제이이앤엠(주),2012-02-23,개봉영화,장편,한국,61,161329000,15386,43956000,4113,애니메이션,전체관람가,일반영화
치코와 리타,"페르난도 트루에바,하비에르 마리스칼,토노 에란도",,찬란,찬란,2012-01-05,개봉영화,장편,스페인,17,119535100,15001,103124600,12495,애니메이션,15세이상관람가,독립/예술영화
멜랑콜리아,라스 폰 트리에,,익스트림 필름,(주)팝엔터테인먼트,2012-05-17,개봉영화,장편,덴마크,21,116640800,14724,92806300,11311,드라마,15세이상관람가,독립/예술영화
블루 발렌타인,데릭 시엔프랜스,,(주)영화사 진진,(주)영화사 진진,2012-05-31,개봉영화,장편,미국,15,105080500,13558,92437000,11644,드라마,청소년관람불가,독립/예술영화
두 개의 문,"김일란,홍지유",성소수문화환경을 위한 모임 '연분홍치마',,(주)시네마달,2012-06-21,개봉영화,장편,한국,18,98468700,13476,71484200,9489,다큐멘터리,15세이상관람가,독립/예술영화
원피스 3D : 밀짚모자 체이스,사토 히로유키,,얼리버드,(주)미디어데이,2012-01-26,개봉영화,단편,일본,111,91648500,13475,19565500,2668,애니메이션,전체관람가,일반영화
원스 어게인,"카를로 미라벨라 데이비스,크리스 답킨스,닉 어거스트 페르나",,(주)영화사 진진,(주)영화사 진진,2012-01-12,개봉영화,장편,미국,28,99349300,12866,72633300,9046,드라마,12세이상관람가,독립/예술영화
틴틴 : 유니콘호의 비밀,스티븐 스필버그,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2011-12-07,개봉영화,장편,미국,644,91036000,12735,37488000,5380,애니메이션,전체관람가,일반영화
세 번째 사랑,리처드 J. 루이스,,미디어소프트,주식회사 마운틴픽쳐스,2012-01-12,개봉영화,장편,캐나다,15,79548000,10075,61727500,7736,멜로/로맨스,청소년관람불가,독립/예술영화
미래는 고양이처럼,미란다 줄리,,(주)티캐스트,(주)티캐스트,2012-05-17,개봉영화,장편,미국,17,77854500,9633,70549500,8471,드라마,청소년관람불가,독립/예술영화
내가 사는 피부,페드로 알모도바르,,(주)스폰지이엔티,(주)영화사 조제,2011-12-29,개봉영화,장편,스페인,16,73488000,9326,60864500,7530,드라마,청소년관람불가,독립/예술영화
야곱 신부의 편지,클라우스 해로,,뉴원시네마,뉴원시네마,2012-05-10,개봉영화,장편,핀란드,33,65309500,9310,39653500,5544,드라마,12세이상관람가,독립/예술영화
디어 한나,패디 콘시딘,,(주)영화사 자미,(주)영화사 진진,2012-03-29,개봉영화,장편,영국,13,69417800,9241,58529800,7387,드라마,청소년관람불가,독립/예술영화
금의위 : 14 검의 비밀,이인항,,(유)조이앤컨텐츠그룹,(주)팝파트너스,2012-06-14,개봉영화,장편,홍콩,42,59263000,8589,20382000,3200,액션,15세이상관람가,일반영화
닌자보이 란타로 극장판 : 시끌벅적 방학숙제 대소동,후지모리 마사야,,"투니버스(주)온미디어,㈜크래커픽쳐스",팝엔터테인먼트,2012-02-23,개봉영화,장편,일본,64,52785500,8185,13837000,2119,애니메이션,전체관람가,일반영화
멋진 악몽,미타니 코키,,주식회사 마운틴픽쳐스,주식회사 마운틴픽쳐스,2012-04-19,개봉영화,장편,일본,20,58874000,7908,40620000,5232,코미디,전체관람가,독립/예술영화
나루토 질풍전 극장판: 블러드 프리즌,무라타 마사히코,,애니박스 엔터테인먼트,씨너스엔터테인먼트(주),2012-02-23,개봉영화,장편,일본,43,48171000,7273,10215000,1512,애니메이션,12세이상관람가,일반영화
버니드롭,사부,,㈜크래커픽쳐스,(주)팝엔터테인먼트,2012-05-10,개봉영화,장편,일본,52,54038000,7179,30832000,3959,드라마,전체관람가,독립/예술영화
그녀가 떠날 때,페오 알라다그,,(주)스마일이엔티,(주)스크린와이즈,2012-03-29,개봉영화,장편,독일,13,52898500,6909,45270500,5696,드라마,15세이상관람가,독립/예술영화
리그렛,세드릭 칸,,(주)컴퍼니엘,예지림엔터테인먼트,2012-04-19,개봉영화,장편,프랑스,6,46045500,5934,43834000,5558,멜로/로맨스,청소년관람불가,독립/예술영화
웰컴 투 마이 하트,제이크 스콧,,판씨네마(주),판씨네마(주),2012-02-02,개봉영화,장편,영국,15,45131500,5914,26332000,3347,드라마,청소년관람불가,독립/예술영화
해로 (偕老),최종태,"(주)고유에프앤,(주)더줌픽쳐스",,(주)키노아이디엠씨,2012-03-22,개봉영화,장편,한국,24,27975200,5837,19277200,4466,드라마,12세이상관람가,독립/예술영화
열두살 샘,구스타보 론,,크리스리픽쳐스인터내셔널(주),(주)미디어데이,2012-04-12,개봉영화,장편,스페인,15,41595500,5816,24804500,3221,드라마,12세이상관람가,독립/예술영화
할머니는 일학년,진광교,(주)아피아스튜디오,,(주)나이너스엔터테인먼트,2012-05-24,개봉영화,장편,한국,33,37059500,5734,13486000,1812,가족,전체관람가,독립/예술영화
비버,조디 포스터,,(주)나이너스엔터테인먼트,(주)나이너스엔터테인먼트,2012-04-12,개봉영화,장편,미국,26,37194500,5194,24568000,3189,코미디,12세이상관람가,독립/예술영화
믹막: 티르라리고 사람들,장 피에르 주네,,(주)인영트레이딩,프리비젼엔터테인먼트,2012-05-10,개봉영화,장편,프랑스,13,39548800,5191,32990800,4110,코미디,15세이상관람가,독립/예술영화
아르마딜로,야누스 메츠,,(주)엣나인필름,(주)엣나인필름,2012-04-26,개봉영화,장편,덴마크,16,34526300,4936,24748300,3307,전쟁,15세이상관람가,독립/예술영화
장화신은 고양이 디 오리지널,"제롬 데스챔프,파스칼 헤롤드,마차 마케이에프",,에이원엔터테인먼트,에이원엔터테인먼트,2012-05-03,개봉영화,장편,프랑스,47,31767500,4923,4805500,690,애니메이션,전체관람가,독립/예술영화
"안녕, 하세요!",임태형,"테디웍스,(주)펜타이엔씨",,롯데쇼핑㈜롯데엔터테인먼트,2012-05-24,개봉영화,장편,한국,18,30327500,4844,12329000,1873,다큐멘터리,전체관람가,독립/예술영화
더 스토닝,사이러스 노라스테,,(주)에스와이코마드,(주)에스와이코마드,2012-06-14,개봉영화,장편,미국,17,35523500,4778,26125000,3379,드라마,청소년관람불가,독립/예술영화
요나요나 펭귄,린 타로,,㈜플래니스 엔터테인먼트,(주)넥스트엔터테인먼트월드(NEW),2012-01-12,개봉영화,장편,일본,53,30973500,4753,10130500,1374,애니메이션,전체관람가,일반영화
래빗 홀,존 카메론 밋첼,,(주)누리픽쳐스,프리비젼엔터테인먼트,2011-12-22,개봉영화,장편,미국,16,35665900,4741,25885900,3229,드라마,15세이상관람가,독립/예술영화
컬러풀,하라 케이이치,,(주)키노아이디엠씨,(주)키노아이디엠씨,2012-05-10,개봉영화,장편,일본,13,31412900,4642,19543400,2725,애니메이션,15세이상관람가,독립/예술영화
폭풍의 언덕,안드레아 아놀드,,찬란,찬란,2012-06-28,개봉영화,장편,영국,19,29214500,3927,18547000,2387,드라마,15세이상관람가,독립/예술영화
아버지를 위한 노래,파올로 소렌티노,,(주)쇼박스,(주)쇼박스,2012-05-03,개봉영화,장편,이탈리아,1,28773000,3594,27523000,3352,범죄,12세이상관람가,독립/예술영화
어머니,태준식,어머니 제작위원회,,㈜인디스토리,2012-04-05,개봉영화,장편,한국,19,24243400,3557,15982400,2226,다큐멘터리,12세이상관람가,독립/예술영화
로봇,S. 샹카르,,(주)인영트레이딩,프리비젼엔터테인먼트,2012-04-19,개봉영화,장편,인도,37,25705000,3504,13486000,1741,SF,15세이상관람가,독립/예술영화
강철의 연금술사 : 미로스의 성스러운 별,무라타 카즈야,,(주)디엔티미디어,예지림엔터테인먼트,2012-01-26,개봉영화,장편,일본,37,24368000,3441,11955500,1583,애니메이션,12세이상관람가,일반영화
로맨스 조,이광국,(주)보리픽쳐스,,씨네21아이(주),2012-03-08,개봉영화,장편,한국,19,25937600,3402,19854100,2492,드라마,15세이상관람가,독립/예술영화
별이 빛나는 밤,수유 린,,씨제이 씨지브이(CJ CGV)(주),씨제이 씨지브이(CJ CGV)(주),2012-04-05,개봉영화,장편,대만,20,24180300,3288,16217300,2148,드라마,전체관람가,독립/예술영화
더 박스,리처드 켈리,,데이지엔터테인먼트,(주)시너지하우스 (시너지),2012-04-19,개봉영화,장편,미국,15,23544000,3276,11651000,1546,스릴러,15세이상관람가,독립/예술영화
뱅뱅클럽,스티븐 실버,,(주)에스와이코마드,(주)에스와이코마드,2012-02-02,개봉영화,장편,캐나다,13,23041700,3107,16974700,2194,드라마,청소년관람불가,독립/예술영화
이민자,크리스 웨이츠,,판씨네마(주),판씨네마(주),2012-04-12,개봉영화,장편,미국,16,20901700,3063,15858700,2200,드라마,12세이상관람가,독립/예술영화
밀레니엄 제 1부 : 여자를 증오한 남자들,닐스 아르덴 오플레브,,주식회사 루믹스미디어,팝엔터테인먼트,2012-01-05,개봉영화,장편,스웨덴,6,24060000,3033,18722000,2241,스릴러,청소년관람불가,독립/예술영화
브레이킹 던 part1,빌 콘돈,,판씨네마(주),(주)넥스트엔터테인먼트월드(NEW),2011-11-30,개봉영화,장편,미국,636,21299000,2831,12912000,1685,드라마,15세이상관람가,일반영화
퍼스널 이펙츠,데이빗 홀랜더,,(유)조이앤컨텐츠그룹,프리비젼엔터테인먼트,2012-01-26,개봉영화,장편,미국,12,20879000,2816,14918500,1943,드라마,15세이상관람가,독립/예술영화
밍크코트,"신아가,이상철",애즈필름,,㈜인디스토리,2012-01-12,개봉영화,장편,한국,13,20356600,2731,15443100,1988,드라마,15세이상관람가,독립/예술영화
줄탁동시,김경묵,"얼라이브픽쳐스,경픽쳐스",,㈜인디스토리,2012-03-01,개봉영화,장편,한국,16,19403100,2692,14001600,1865,드라마,청소년관람불가,독립/예술영화
단델리온 더스트,존 건,,가나미디어,주식회사 마운틴픽쳐스,2012-05-10,개봉영화,장편,미국,31,17405000,2568,9325500,1269,드라마,12세이상관람가,독립/예술영화
제7의 봉인,잉마르 베리만,,㈜영화사 백두대간,㈜영화사 백두대간,2012-05-10,개봉영화,장편,스웨덴,1,20474000,2444,20474000,2444,드라마,12세이상관람가,독립/예술영화
토리노의 말,벨라 타르,,(재)전주국제영화제조직위원회,(재)전주국제영화제조직위원회,2012-02-23,개봉영화,장편,헝가리,1,19409500,2418,17990500,2171,드라마,15세이상관람가,독립/예술영화
두 개의 선,지민,"반이다,스튜디오 오후출근",,시네마달,2012-02-09,개봉영화,장편,한국,6,14931800,2259,12438800,1824,다큐멘터리,15세이상관람가,독립/예술영화
컷,아미르 나데리,,(주)스폰지이엔티,(주)영화사 조제,2012-02-09,개봉영화,장편,일본,11,17832400,2216,15729400,1920,드라마,청소년관람불가,독립/예술영화
마이 백 페이지,야마시타 노부히로,,(주)영화사 자미,"팝엔터테인먼트,(주)영화사조아",2012-03-15,개봉영화,장편,일본,9,16543600,2202,13808600,1758,드라마,15세이상관람가,독립/예술영화
오래된 인력거,이성규,"(주)타임앤미디어,(주)시공테크",,(주)키노아이디엠씨,2011-12-15,개봉영화,장편,한국,8,13659000,2171,11184000,1688,다큐멘터리,전체관람가,독립/예술영화
밀레니엄 : 제2부 불을 가지고 노는 소녀,다니엘 알프레드슨,,주식회사 루믹스미디어,팝엔터테인먼트,2012-03-22,개봉영화,장편,스웨덴,5,15641500,2139,10122000,1357,스릴러,청소년관람불가,독립/예술영화
천국의 아이들,박흥식,"서울시 교육청,(주)인벤트스톤,(주)노마드필름",,(주)미로비젼,2012-05-24,개봉영화,장편,한국,7,12738000,2106,8524500,1463,드라마,12세이상관람가,독립/예술영화
르 아브르,아키 카우리스마키,,찬란,찬란,2011-12-08,개봉영화,장편,핀란드,9,15140500,2069,11571500,1423,드라마,전체관람가,독립/예술영화
뉴타입 히어로 얏타맨,"히시다 마사카즈,사사가와 히로시",,(유)조이앤컨텐츠그룹,예지림엔터테인먼트,2012-06-21,개봉영화,장편,일본,39,12461500,1968,4675000,700,애니메이션,전체관람가,일반영화
용문비갑,서극,,(주)누리픽쳐스,(주)누리픽쳐스,2012-03-15,개봉영화,장편,중국,1,9450000,1890,9450000,1890,액션,15세이상관람가,일반영화
천사의 숨소리,한지원,롤러코스터,,롤러코스터,2012-02-23,개봉영화,장편,한국,4,13842000,1873,7257500,934,드라마,12세이상관람가,독립/예술영화
레드마리아,경순,독립프로덕션빨간눈사람,,(주)시네마달,2012-04-26,개봉영화,장편,한국,14,12560400,1758,9730900,1308,다큐멘터리,15세이상관람가,독립/예술영화
슬랩스틱 브라더스,시나가와 히로시,,(주)키노아이디엠씨,(주)키노아이디엠씨,2012-02-09,개봉영화,장편,일본,13,12994500,1724,8758500,1150,코미디,15세이상관람가,독립/예술영화
해피 해피 브레드,미시마 유키코,,씨네21아이(주),씨네21아이(주),2012-06-28,개봉영화,장편,일본,9,12282500,1717,10292500,1442,드라마,전체관람가,독립/예술영화
